sido_code,sigungu_code,emd_code,week_type,velocity_AVRG,시도,시군구
31,31191,3119135,weekday,40.85,경기도,용인시 처인구
31,31092,3109273,weekday,20.09,경기도,안산시 단원구
31,31023,3102368,weekday,40.24,경기도,성남시 분당구
31,31070,3107032,weekday,36.25,경기도,평택시
31,31101,3110151,weekday,33.68,경기도,고양시 덕양구
31,31370,3137036,weekday,41.18,경기도,가평군
31,31050,3105067,weekday,20.82,경기도,부천시
31,31220,3122051,weekday,34.98,경기도,안성시
31,31030,3103064,weekday,24.23,경기도,의정부시
31,31023,3102362,weekday,20.6,경기도,성남시 분당구
31,31014,3101453,weekday,23.53,경기도,수원시 영통구
31,31140,3114056,weekday,30.44,경기도,오산시
31,31191,3119134,weekday,41.42,경기도,용인시 처인구
31,31101,3110168,weekday,41.81,경기도,고양시 덕양구
31,31192,3119262,weekday,31.65,경기도,용인시 기흥구
31,31350,3135011,weekday,46.09,경기도,연천군
31,31091,3109178,weekday,26.27,경기도,안산시 상록구
31,31012,3101262,weekday,37.28,경기도,수원시 권선구
31,31210,3121053,weekday,28.12,경기도,이천시
31,31230,3123054,weekday,22.98,경기도,김포시
31,31240,3124060,weekday,20.99,경기도,화성시
31,31070,3107012,weekday,31.66,경기도,평택시
31,31104,3110457,weekday,26.09,경기도,고양시 일산서구
31,31270,3127051,weekday,27.26,경기도,포천시
31,31023,3102356,weekday,19.57,경기도,성남시 분당구
31,31012,3101266,weekday,28.1,경기도,수원시 권선구
31,31030,3103058,weekday,20.3,경기도,의정부시
31,31220,3122052,weekday,29.98,경기도,안성시
31,31250,3125035,weekday,42.96,경기도,광주시
31,31240,3124012,weekday,32.28,경기도,화성시
31,31240,3124062,weekday,21.0,경기도,화성시
31,31023,3102353,weekday,25.2,경기도,성남시 분당구
31,31080,3108051,weekday,28.28,경기도,동두천시
31,31014,3101452,weekday,20.57,경기도,수원시 영통구
31,31130,3113058,weekday,28.46,경기도,남양주시
31,31210,3121052,weekday,35.12,경기도,이천시
31,31220,3122032,weekday,52.77,경기도,안성시
31,31060,3106059,weekday,22.75,경기도,광명시
31,31193,3119354,weekday,24.53,경기도,용인시 수지구
31,31220,3122053,weekday,28.96,경기도,안성시
31,31150,3115070,weekday,31.28,경기도,시흥시
31,31160,3116051,weekday,23.35,경기도,군포시
31,31200,3120011,weekday,37.57,경기도,파주시
31,31042,3104264,weekday,20.39,경기도,안양시 동안구
31,31191,3119111,weekday,34.71,경기도,용인시 처인구
31,31060,3106068,weekday,43.39,경기도,광명시
31,31012,3101254,weekday,22.17,경기도,수원시 권선구
31,31101,3110157,weekday,29.38,경기도,고양시 덕양구
31,31150,3115059,weekday,38.24,경기도,시흥시
31,31101,3110160,weekday,32.18,경기도,고양시 덕양구
31,31101,3110162,weekday,22.74,경기도,고양시 덕양구
31,31101,3110163,weekday,23.32,경기도,고양시 덕양구
31,31101,3110153,weekday,31.3,경기도,고양시 덕양구
31,31150,3115064,weekday,23.64,경기도,시흥시
31,31250,3125014,weekday,40.97,경기도,광주시
31,31041,3104159,weekday,30.55,경기도,안양시 만안구
31,31130,3113014,weekday,36.94,경기도,남양주시
31,31092,3109278,weekday,26.89,경기도,안산시 단원구
31,31380,3138035,weekday,45.61,경기도,양평군
31,31120,3112053,weekday,23.28,경기도,구리시
31,31011,3101156,weekday,21.79,경기도,수원시 장안구
31,31160,3116052,weekday,27.09,경기도,군포시
31,31110,3111051,weekday,24.69,경기도,과천시
31,31240,3124033,weekday,48.22,경기도,화성시
31,31180,3118062,weekday,25.6,경기도,하남시
31,31021,3102162,weekday,37.35,경기도,성남시 수정구
31,31130,3113059,weekday,32.61,경기도,남양주시
31,31120,3112051,weekday,34.93,경기도,구리시
31,31022,3102259,weekday,19.42,경기도,성남시 중원구
31,31012,3101265,weekday,24.59,경기도,수원시 권선구
31,31050,3105057,weekday,23.05,경기도,부천시
31,31130,3113031,weekday,42.69,경기도,남양주시
31,31023,3102376,weekday,34.05,경기도,성남시 분당구
31,31150,3115052,weekday,25.97,경기도,시흥시
31,31192,3119260,weekday,35.1,경기도,용인시 기흥구
31,31041,3104160,weekday,36.41,경기도,안양시 만안구
31,31030,3103055,weekday,30.77,경기도,의정부시
31,31050,3105068,weekday,21.36,경기도,부천시
31,31280,3128031,weekday,48.46,경기도,여주시
31,31050,3105051,weekday,19.7,경기도,부천시
31,31042,3104263,weekday,25.03,경기도,안양시 동안구
31,31150,3115063,weekday,28.0,경기도,시흥시
31,31030,3103061,weekday,24.26,경기도,의정부시
31,31280,3128036,weekday,54.44,경기도,여주시
31,31041,3104156,weekday,23.6,경기도,안양시 만안구
31,31180,3118061,weekday,27.84,경기도,하남시
31,31060,3106055,weekday,22.08,경기도,광명시
31,31050,3105071,weekday,18.15,경기도,부천시
31,31023,3102360,weekday,30.18,경기도,성남시 분당구
31,31101,3110155,weekday,26.7,경기도,고양시 덕양구
31,31080,3108061,weekday,24.78,경기도,동두천시
31,31210,3121037,weekday,46.81,경기도,이천시
31,31240,3124057,weekday,35.47,경기도,화성시
31,31193,3119352,weekday,20.86,경기도,용인시 수지구
31,31130,3113034,weekday,37.24,경기도,남양주시
31,31023,3102377,weekday,30.64,경기도,성남시 분당구
31,31013,3101367,weekday,24.45,경기도,수원시 팔달구
31,31042,3104265,weekday,17.55,경기도,안양시 동안구
31,31103,3110355,weekday,25.99,경기도,고양시 일산동구
31,31130,3113032,weekday,25.67,경기도,남양주시
