sido_code,sigungu_code,emd_code,week_type,ALL_VKT,PSCR_VKT,BUS_VKT,FGCR_VKT,시도,시군구
31,31050,3105068,weekday,100029,90471,459,9100,경기도,부천시
31,31120,3112053,weekday,223297,175908,3322,44067,경기도,구리시
31,31041,3104161,weekday,452269,372964,4751,74555,경기도,안양시 만안구
31,31022,3102259,weekday,11048,8506,30,2511,경기도,성남시 중원구
31,31150,3115059,weekday,487003,371676,5487,109840,경기도,시흥시
31,31220,3122042,weekday,150138,102834,990,46314,경기도,안성시
31,31101,3110169,weekday,236954,193126,1184,42644,경기도,고양시 덕양구
31,31230,3123053,weekday,185928,157623,1352,26953,경기도,김포시
31,31191,3119152,weekday,433283,373734,3269,56280,경기도,용인시 처인구
31,31380,3138034,weekday,226896,182766,3935,40195,경기도,양평군
31,31050,3105070,weekday,412653,352346,4144,56162,경기도,부천시
31,31240,3124052,weekday,873720,733043,8964,131713,경기도,화성시
31,31091,3109151,weekday,190641,158633,1970,30038,경기도,안산시 상록구
31,31280,3128034,weekday,492801,366272,13957,112571,경기도,여주시
31,31092,3109272,weekday,645090,554527,3959,86603,경기도,안산시 단원구
31,31170,3117053,weekday,557673,466622,7703,83348,경기도,의왕시
31,31240,3124064,weekday,113745,104870,767,8109,경기도,화성시
31,31110,3111054,weekday,8285,7866,19,400,경기도,과천시
31,31092,3109259,weekday,310411,275392,1345,33674,경기도,안산시 단원구
31,31101,3110156,weekday,153315,126772,630,25913,경기도,고양시 덕양구
31,31270,3127037,weekday,346611,264500,4005,78107,경기도,포천시
31,31130,3113052,weekday,374818,300549,3731,70538,경기도,남양주시
31,31060,3106063,weekday,76533,53888,343,22302,경기도,광명시
31,31091,3109154,weekday,429552,354683,3291,71578,경기도,안산시 상록구
31,31240,3124013,weekday,897235,684460,15337,197439,경기도,화성시
31,31380,3138035,weekday,492696,420531,17423,54743,경기도,양평군
31,31023,3102367,weekday,364362,323124,2169,39069,경기도,성남시 분당구
31,31193,3119357,weekday,664408,518981,14369,131058,경기도,용인시 수지구
31,31103,3110359,weekday,306713,237319,2249,67146,경기도,고양시 일산동구
31,31041,3104160,weekday,363931,300701,3198,60032,경기도,안양시 만안구
31,31042,3104260,weekday,98238,91327,481,6431,경기도,안양시 동안구
31,31042,3104265,weekday,81703,76301,326,5075,경기도,안양시 동안구
31,31023,3102377,weekday,684160,586789,6396,90975,경기도,성남시 분당구
31,31240,3124062,weekday,200954,176594,1786,22574,경기도,화성시
31,31021,3102155,weekday,25556,21517,106,3934,경기도,성남시 수정구
31,31150,3115054,weekday,822173,653980,10629,157564,경기도,시흥시
31,31230,3123013,weekday,1337773,1085863,12279,239631,경기도,김포시
31,31021,3102159,weekday,370469,299061,6353,65055,경기도,성남시 수정구
31,31220,3122052,weekday,236607,166992,5129,64486,경기도,안성시
31,31060,3106052,weekday,26868,18784,141,7943,경기도,광명시
31,31220,3122053,weekday,183854,129562,2288,52004,경기도,안성시
31,31260,3126054,weekday,245481,192071,1394,52016,경기도,양주시
31,31240,3124057,weekday,822669,679544,8594,134531,경기도,화성시
31,31260,3126033,weekday,513125,403829,2262,107033,경기도,양주시
31,31200,3120038,weekday,13726,10902,36,2788,경기도,파주시
31,31050,3105065,weekday,108355,95865,674,11816,경기도,부천시
31,31260,3126055,weekday,295288,226512,3399,65377,경기도,양주시
31,31370,3137035,weekday,90162,62150,992,27021,경기도,가평군
31,31021,3102154,weekday,217730,177340,3061,37329,경기도,성남시 수정구
31,31140,3114056,weekday,202666,177838,1922,22906,경기도,오산시
31,31104,3110459,weekday,1041762,801649,9443,230670,경기도,고양시 일산서구
31,31013,3101356,weekday,457955,396132,4213,57610,경기도,수원시 팔달구
31,31250,3125052,weekday,496376,378113,3448,114816,경기도,광주시
31,31180,3118062,weekday,112375,95796,828,15751,경기도,하남시
31,31023,3102360,weekday,340391,298606,2516,39269,경기도,성남시 분당구
31,31193,3119352,weekday,192275,170653,1491,20130,경기도,용인시 수지구
31,31104,3110451,weekday,59859,40828,206,18825,경기도,고양시 일산서구
31,31370,3137031,weekday,950936,801264,34917,114756,경기도,가평군
31,31022,3102256,weekday,59048,49698,313,9037,경기도,성남시 중원구
31,31070,3107057,weekday,29403,25540,249,3614,경기도,평택시
31,31230,3123056,weekday,304963,261254,1951,41758,경기도,김포시
31,31180,3118054,weekday,131052,101397,2938,26717,경기도,하남시
31,31030,3103059,weekday,764042,589569,12013,162460,경기도,의정부시
31,31270,3127051,weekday,143558,105919,1195,36443,경기도,포천시
31,31101,3110168,weekday,1171766,910820,25037,235909,경기도,고양시 덕양구
31,31192,3119253,weekday,489389,416499,10943,61947,경기도,용인시 기흥구
31,31012,3101256,weekday,467266,400796,4144,62326,경기도,수원시 권선구
31,31041,3104157,weekday,107596,100150,449,6997,경기도,안양시 만안구
31,31080,3108052,weekday,60359,47585,396,12378,경기도,동두천시
31,31270,3127034,weekday,470563,351591,4764,114207,경기도,포천시
31,31180,3118052,weekday,13897,11622,84,2191,경기도,하남시
31,31014,3101464,weekday,151169,128786,1492,20891,경기도,수원시 영통구
31,31012,3101262,weekday,854154,679703,14856,159595,경기도,수원시 권선구
31,31041,3104156,weekday,96139,86203,507,9428,경기도,안양시 만안구
31,31220,3122033,weekday,177054,125119,4236,47699,경기도,안성시
31,31191,3119153,weekday,1027145,766413,25894,234837,경기도,용인시 처인구
31,31070,3107012,weekday,903419,677377,11819,214223,경기도,평택시
31,31240,3124060,weekday,167074,153288,1310,12476,경기도,화성시
31,31192,3119255,weekday,283344,250515,3519,29309,경기도,용인시 기흥구
31,31060,3106064,weekday,84036,59249,337,24450,경기도,광명시
31,31240,3124053,weekday,270875,226229,2871,41775,경기도,화성시
31,31380,3138039,weekday,169625,139892,1138,28595,경기도,양평군
31,31092,3109269,weekday,433024,354953,5752,72319,경기도,안산시 단원구
31,31070,3107063,weekday,458952,362750,12719,83483,경기도,평택시
31,31050,3105069,weekday,528609,440023,6761,81826,경기도,부천시
31,31160,3116062,weekday,1331828,1007020,30077,294731,경기도,군포시
31,31240,3124067,weekday,54563,45250,89,9224,경기도,화성시
31,31380,3138032,weekday,72649,58072,676,13901,경기도,양평군
31,31041,3104153,weekday,34438,32336,86,2016,경기도,안양시 만안구
31,31370,3137033,weekday,324634,253284,3990,67360,경기도,가평군
31,31103,3110352,weekday,156434,109049,668,46717,경기도,고양시 일산동구
31,31230,3123054,weekday,134360,118137,744,15478,경기도,김포시
31,31050,3105079,weekday,134686,109688,686,24311,경기도,부천시
31,31023,3102371,weekday,1462880,1156234,56572,250074,경기도,성남시 분당구
31,31050,3105073,weekday,157333,136823,1668,18842,경기도,부천시
31,31130,3113053,weekday,168815,136925,1211,30679,경기도,남양주시
31,31030,3103067,weekday,310495,242701,2918,64877,경기도,의정부시
31,31103,3110360,weekday,542667,427867,4012,110788,경기도,고양시 일산동구
31,31030,3103061,weekday,184457,147674,1247,35535,경기도,의정부시
31,31280,3128031,weekday,204850,143365,4131,57354,경기도,여주시
31,31150,3115063,weekday,755697,613918,9419,132360,경기도,시흥시
31,31130,3113015,weekday,239422,181868,1131,56423,경기도,남양주시
31,31014,3101452,weekday,45785,40614,301,4869,경기도,수원시 영통구
31,31130,3113011,weekday,1378043,1124767,30062,223214,경기도,남양주시
31,31270,3127052,weekday,322431,244906,2367,75157,경기도,포천시
31,31080,3108061,weekday,223503,173909,1863,47730,경기도,동두천시
31,31041,3104163,weekday,38195,34515,155,3525,경기도,안양시 만안구
31,31042,3104267,weekday,239798,206687,3045,30066,경기도,안양시 동안구
31,31191,3119151,weekday,300816,235118,2767,62931,경기도,용인시 처인구
31,31060,3106059,weekday,115165,82767,918,31481,경기도,광명시
31,31101,3110157,weekday,192741,152310,2492,37939,경기도,고양시 덕양구
31,31210,3121035,weekday,503261,354076,14431,134754,경기도,이천시
31,31210,3121033,weekday,1365846,935648,38424,391773,경기도,이천시
31,31160,3116052,weekday,872788,697308,13083,162397,경기도,군포시
31,31101,3110163,weekday,157026,124312,886,31828,경기도,고양시 덕양구
31,31041,3104159,weekday,575212,453857,11018,110337,경기도,안양시 만안구
31,31240,3124033,weekday,2288024,1717381,32872,537771,경기도,화성시
31,31130,3113059,weekday,440713,348611,5772,86330,경기도,남양주시
31,31092,3109277,weekday,925925,723375,14829,187721,경기도,안산시 단원구
31,31023,3102353,weekday,292355,253301,2394,36661,경기도,성남시 분당구
31,31103,3110355,weekday,261052,194780,1803,64470,경기도,고양시 일산동구
31,31193,3119359,weekday,239632,207596,3373,28664,경기도,용인시 수지구
31,31200,3120015,weekday,706773,560224,6945,139604,경기도,파주시
31,31160,3116055,weekday,282732,232888,3678,46166,경기도,군포시
31,31120,3112055,weekday,100686,82970,986,16730,경기도,구리시
31,31070,3107014,weekday,2434852,1772059,49201,613593,경기도,평택시
31,31030,3103051,weekday,146528,120412,728,25388,경기도,의정부시
31,31050,3105081,weekday,338472,265406,2974,70091,경기도,부천시
31,31230,3123061,weekday,1041504,851176,9682,180646,경기도,김포시
31,31011,3101159,weekday,86492,75433,591,10469,경기도,수원시 장안구
31,31092,3109273,weekday,464511,406472,1610,56430,경기도,안산시 단원구
31,31250,3125035,weekday,315775,248730,2187,64858,경기도,광주시
31,31050,3105060,weekday,104657,92221,547,11889,경기도,부천시
31,31180,3118055,weekday,21340,17736,128,3476,경기도,하남시
31,31092,3109268,weekday,89278,78416,239,10623,경기도,안산시 단원구
31,31060,3106066,weekday,627768,461751,4367,161650,경기도,광명시
31,31220,3122039,weekday,1479459,984013,40589,454857,경기도,안성시
31,31023,3102355,weekday,47181,41744,270,5167,경기도,성남시 분당구
31,31270,3127036,weekday,301248,229404,3434,68410,경기도,포천시
31,31011,3101156,weekday,57485,50440,328,6718,경기도,수원시 장안구
31,31050,3105071,weekday,78984,68322,443,10219,경기도,부천시
31,31101,3110155,weekday,117067,90968,903,25196,경기도,고양시 덕양구
31,31042,3104263,weekday,477677,403536,6375,67766,경기도,안양시 동안구
31,31193,3119354,weekday,430605,369536,2754,58315,경기도,용인시 수지구
31,31101,3110152,weekday,671775,505168,9029,157577,경기도,고양시 덕양구
31,31042,3104264,weekday,161450,140355,1478,19617,경기도,안양시 동안구
31,31110,3111055,weekday,880886,759060,7543,114283,경기도,과천시
31,31250,3125053,weekday,1530355,1192581,14314,323459,경기도,광주시
31,31150,3115071,weekday,379012,309184,3810,66018,경기도,시흥시
31,31350,3135033,weekday,70036,54889,257,14890,경기도,연천군
31,31042,3104252,weekday,112697,98770,960,12967,경기도,안양시 동안구
31,31220,3122031,weekday,266690,180500,5163,81027,경기도,안성시
31,31101,3110160,weekday,349597,279778,3705,66113,경기도,고양시 덕양구
31,31023,3102362,weekday,179655,154792,1143,23720,경기도,성남시 분당구
31,31120,3112058,weekday,929400,701196,18099,210105,경기도,구리시
31,31070,3107031,weekday,1330658,1039787,46677,244193,경기도,평택시
31,31130,3113013,weekday,1799008,1471098,35652,292258,경기도,남양주시
31,31210,3121011,weekday,270649,191794,5507,73347,경기도,이천시
31,31250,3125034,weekday,1175374,833389,26899,315086,경기도,광주시
31,31070,3107062,weekday,916633,698771,27988,189875,경기도,평택시
31,31030,3103058,weekday,195361,160637,1062,33662,경기도,의정부시
31,31050,3105058,weekday,30951,27279,125,3546,경기도,부천시
31,31350,3135031,weekday,115306,90450,582,24274,경기도,연천군
31,31014,3101454,weekday,68201,59325,551,8325,경기도,수원시 영통구
31,31012,3101265,weekday,359761,289028,6484,64249,경기도,수원시 권선구
31,31150,3115065,weekday,698839,599351,4424,95065,경기도,시흥시
31,31014,3101463,weekday,669800,519335,15404,135061,경기도,수원시 영통구
31,31104,3110457,weekday,398827,302127,3003,93697,경기도,고양시 일산서구
31,31023,3102374,weekday,922175,761201,22390,138584,경기도,성남시 분당구
31,31022,3102251,weekday,473426,378337,7278,87811,경기도,성남시 중원구
31,31101,3110166,weekday,331962,268500,2811,60651,경기도,고양시 덕양구
31,31070,3107056,weekday,187689,156589,3056,28044,경기도,평택시
31,31260,3126034,weekday,1927515,1453903,31977,441635,경기도,양주시
31,31110,3111052,weekday,324249,283523,3005,37721,경기도,과천시
31,31191,3119135,weekday,366088,253224,5132,107732,경기도,용인시 처인구
31,31030,3103055,weekday,660054,509775,9597,140681,경기도,의정부시
31,31350,3135032,weekday,234730,181656,2288,50786,경기도,연천군
31,31270,3127011,weekday,1114764,845858,12662,256244,경기도,포천시
31,31012,3101255,weekday,893789,755176,8139,130475,경기도,수원시 권선구
31,31192,3119262,weekday,1005070,859348,14030,131692,경기도,용인시 기흥구
31,31350,3135011,weekday,168161,131292,1194,35674,경기도,연천군
31,31021,3102151,weekday,20338,16898,84,3356,경기도,성남시 수정구
31,31150,3115070,weekday,832677,682021,8554,142102,경기도,시흥시
31,31130,3113031,weekday,532493,417393,8096,107004,경기도,남양주시
31,31101,3110161,weekday,2544338,1939178,44862,560297,경기도,고양시 덕양구
31,31012,3101261,weekday,415989,351170,4143,60676,경기도,수원시 권선구
31,31260,3126032,weekday,253911,200289,1386,52235,경기도,양주시
31,31220,3122041,weekday,205101,146162,5102,53836,경기도,안성시
31,31370,3137036,weekday,72867,55860,768,16239,경기도,가평군
31,31240,3124031,weekday,1480496,1151556,19794,309147,경기도,화성시
31,31280,3128036,weekday,852492,637640,25347,189505,경기도,여주시
31,31060,3106068,weekday,772385,577527,8822,186036,경기도,광명시
31,31380,3138038,weekday,457300,345705,14290,97306,경기도,양평군
31,31042,3104262,weekday,171652,153702,1254,16696,경기도,안양시 동안구
31,31050,3105062,weekday,148468,129808,1254,17406,경기도,부천시
31,31191,3119154,weekday,271648,215033,2671,53943,경기도,용인시 처인구
31,31280,3128011,weekday,1546857,1084405,45508,416944,경기도,여주시
31,31060,3106061,weekday,11532,7040,24,4468,경기도,광명시
31,31120,3112054,weekday,750989,586859,11425,152705,경기도,구리시
31,31192,3119258,weekday,898253,721771,15746,160737,경기도,용인시 기흥구
31,31023,3102376,weekday,942430,750773,33802,157855,경기도,성남시 분당구
31,31014,3101459,weekday,234888,203402,1714,29772,경기도,수원시 영통구
31,31042,3104266,weekday,113188,98813,1038,13337,경기도,안양시 동안구
31,31050,3105052,weekday,30722,27862,127,2733,경기도,부천시
31,31091,3109162,weekday,222163,188586,1592,31985,경기도,안산시 상록구
31,31280,3128053,weekday,158813,126947,1889,29978,경기도,여주시
31,31050,3105077,weekday,46204,39238,209,6757,경기도,부천시
31,31023,3102364,weekday,146224,123670,1872,20682,경기도,성남시 분당구
31,31160,3116056,weekday,166779,147452,910,18418,경기도,군포시
31,31200,3120057,weekday,175219,143986,875,30359,경기도,파주시
31,31150,3115062,weekday,511139,441432,3066,66641,경기도,시흥시
31,31050,3105076,weekday,73402,61845,534,11023,경기도,부천시
31,31012,3101264,weekday,300397,257502,2754,40141,경기도,수원시 권선구
31,31370,3137032,weekday,618878,485840,9271,123767,경기도,가평군
31,31013,3101371,weekday,213413,183513,1735,28165,경기도,수원시 팔달구
31,31210,3121051,weekday,49053,37017,265,11770,경기도,이천시
31,31042,3104258,weekday,161539,151407,680,9452,경기도,안양시 동안구
31,31070,3107032,weekday,263431,232863,2255,28313,경기도,평택시
31,31060,3106053,weekday,64320,45746,349,18225,경기도,광명시
31,31050,3105063,weekday,46283,43262,184,2836,경기도,부천시
31,31021,3102164,weekday,191358,154344,4454,32561,경기도,성남시 수정구
31,31091,3109156,weekday,163678,141177,1066,21436,경기도,안산시 상록구
31,31193,3119351,weekday,221069,197696,1396,21976,경기도,용인시 수지구
31,31030,3103064,weekday,189371,151717,913,36740,경기도,의정부시
31,31080,3108055,weekday,38420,30129,318,7973,경기도,동두천시
31,31022,3102257,weekday,247115,194600,1038,51478,경기도,성남시 중원구
31,31060,3106051,weekday,17375,11033,52,6290,경기도,광명시
31,31350,3135034,weekday,84203,65859,368,17976,경기도,연천군
31,31050,3105054,weekday,33688,28661,209,4818,경기도,부천시
31,31210,3121053,weekday,151273,116557,1503,33213,경기도,이천시
31,31022,3102253,weekday,48571,36918,1051,10603,경기도,성남시 중원구
31,31101,3110151,weekday,557985,406548,10069,141368,경기도,고양시 덕양구
31,31021,3102161,weekday,60639,50099,475,10066,경기도,성남시 수정구
31,31240,3124043,weekday,1475164,1174732,23296,277137,경기도,화성시
31,31013,3101369,weekday,82724,73899,428,8396,경기도,수원시 팔달구
31,31050,3105061,weekday,50388,46339,244,3805,경기도,부천시
31,31091,3109157,weekday,889443,673205,18185,198053,경기도,안산시 상록구
31,31230,3123062,weekday,244028,205184,1766,37077,경기도,김포시
31,31191,3119112,weekday,663424,513555,6244,143624,경기도,용인시 처인구
31,31270,3127031,weekday,353147,257496,4544,91108,경기도,포천시
31,31280,3128038,weekday,483771,361818,14613,107339,경기도,여주시
31,31021,3102167,weekday,1093215,895481,25892,171842,경기도,성남시 수정구
31,31140,3114053,weekday,257186,224928,2299,29959,경기도,오산시
31,31070,3107052,weekday,132422,111668,1825,18929,경기도,평택시
31,31070,3107058,weekday,26774,22983,227,3564,경기도,평택시
31,31260,3126031,weekday,568513,443341,4104,121067,경기도,양주시
31,31011,3101160,weekday,131724,114716,947,16061,경기도,수원시 장안구
31,31021,3102168,weekday,296123,242662,2033,51429,경기도,성남시 수정구
31,31070,3107034,weekday,1401068,1044103,27877,329088,경기도,평택시
31,31110,3111056,weekday,622562,509059,8882,104621,경기도,과천시
31,31240,3124038,weekday,2345427,1758044,32303,555081,경기도,화성시
31,31200,3120021,weekday,4956,3709,10,1237,경기도,파주시
31,31220,3122034,weekday,680260,485120,18962,176177,경기도,안성시
31,31091,3109176,weekday,220325,192652,1096,26578,경기도,안산시 상록구
31,31170,3117055,weekday,288987,241335,5294,42358,경기도,의왕시
31,31150,3115069,weekday,1287228,988433,22560,276235,경기도,시흥시
31,31210,3121038,weekday,40978,28932,787,11259,경기도,이천시
31,31041,3104158,weekday,109581,90157,1415,18009,경기도,안양시 만안구
31,31022,3102261,weekday,1230380,983731,15274,231375,경기도,성남시 중원구
31,31140,3114051,weekday,557706,443266,18261,96178,경기도,오산시
31,31050,3105085,weekday,22835,19736,125,2973,경기도,부천시
31,31022,3102258,weekday,46614,36384,238,9992,경기도,성남시 중원구
31,31160,3116057,weekday,64017,56575,263,7179,경기도,군포시
31,31021,3102153,weekday,51424,42807,440,8178,경기도,성남시 수정구
31,31104,3110455,weekday,98534,76027,625,21881,경기도,고양시 일산서구
31,31023,3102372,weekday,379263,331111,2850,45302,경기도,성남시 분당구
31,31200,3120035,weekday,773171,618429,4745,149996,경기도,파주시
31,31192,3119257,weekday,324242,275892,3010,45341,경기도,용인시 기흥구
31,31150,3115056,weekday,2490515,1896194,38217,556105,경기도,시흥시
31,31101,3110154,weekday,236379,184511,2369,49499,경기도,고양시 덕양구
31,31230,3123011,weekday,771098,642716,6883,121499,경기도,김포시
31,31220,3122038,weekday,2465546,1803069,97845,564632,경기도,안성시
31,31101,3110158,weekday,387030,322284,1567,63179,경기도,고양시 덕양구
31,31240,3124037,weekday,396681,316305,5429,74948,경기도,화성시
31,31012,3101266,weekday,433634,354149,5557,73928,경기도,수원시 권선구
31,31210,3121037,weekday,162016,116858,3388,41770,경기도,이천시
31,31270,3127032,weekday,586602,441099,7086,138417,경기도,포천시
31,31060,3106055,weekday,6290,3813,15,2463,경기도,광명시
31,31130,3113034,weekday,127653,120407,906,6340,경기도,남양주시
31,31041,3104152,weekday,356787,308301,2974,45512,경기도,안양시 만안구
31,31070,3107064,weekday,411587,319875,5698,86013,경기도,평택시
31,31240,3124066,weekday,2557600,2064022,80735,412843,경기도,화성시
31,31270,3127035,weekday,164919,125895,1238,37786,경기도,포천시
31,31150,3115052,weekday,378146,308946,4087,65113,경기도,시흥시
31,31023,3102363,weekday,198060,170402,1013,26645,경기도,성남시 분당구
31,31220,3122011,weekday,1469200,1084759,52514,331927,경기도,안성시
31,31120,3112056,weekday,198088,154164,3167,40757,경기도,구리시
31,31050,3105057,weekday,67594,55707,376,11511,경기도,부천시
31,31021,3102162,weekday,93821,79182,520,14119,경기도,성남시 수정구
31,31023,3102351,weekday,197140,173025,1591,22524,경기도,성남시 분당구
31,31092,3109278,weekday,168568,141390,1006,26171,경기도,안산시 단원구
31,31260,3126051,weekday,639948,500737,3546,135665,경기도,양주시
31,31042,3104251,weekday,196561,173666,1610,21285,경기도,안양시 동안구
31,31023,3102361,weekday,300648,240450,4338,55859,경기도,성남시 분당구
31,31200,3120053,weekday,237275,189887,1981,45407,경기도,파주시
31,31023,3102358,weekday,486434,427769,3962,54703,경기도,성남시 분당구
31,31042,3104259,weekday,105436,97582,553,7300,경기도,안양시 동안구
31,31120,3112052,weekday,1478102,1090352,30780,356970,경기도,구리시
31,31014,3101460,weekday,394718,341933,3713,49071,경기도,수원시 영통구
31,31091,3109171,weekday,1586305,1231964,25443,328898,경기도,안산시 상록구
31,31101,3110162,weekday,214304,171347,1337,41620,경기도,고양시 덕양구
31,31200,3120056,weekday,374717,300079,2073,72565,경기도,파주시
31,31192,3119252,weekday,192973,152457,1659,38857,경기도,용인시 기흥구
31,31130,3113058,weekday,362920,290872,3803,68245,경기도,남양주시
31,31150,3115068,weekday,856320,652406,15988,187927,경기도,시흥시
31,31050,3105064,weekday,120422,104153,975,15294,경기도,부천시
31,31160,3116051,weekday,326121,290608,1702,33812,경기도,군포시
31,31103,3110353,weekday,242657,185452,1625,55579,경기도,고양시 일산동구
31,31012,3101260,weekday,191861,168166,1588,22107,경기도,수원시 권선구
31,31230,3123034,weekday,857789,706028,6798,144963,경기도,김포시
31,31013,3101368,weekday,100367,88550,656,11161,경기도,수원시 팔달구
31,31070,3107055,weekday,52853,44624,785,7444,경기도,평택시
31,31200,3120058,weekday,403090,315950,2393,84746,경기도,파주시
31,31060,3106060,weekday,248489,179949,1692,66848,경기도,광명시
31,31180,3118061,weekday,169765,141328,1649,26788,경기도,하남시
31,31240,3124039,weekday,1359788,1011538,24037,324213,경기도,화성시
31,31091,3109174,weekday,526662,439046,4834,82782,경기도,안산시 상록구
31,31091,3109173,weekday,997774,755955,20909,220910,경기도,안산시 상록구
31,31091,3109155,weekday,83527,72845,400,10281,경기도,안산시 상록구
31,31130,3113014,weekday,1392454,1058340,17130,316984,경기도,남양주시
31,31230,3123012,weekday,2822469,2234155,37476,550839,경기도,김포시
31,31104,3110454,weekday,130554,91881,692,37982,경기도,고양시 일산서구
31,31220,3122032,weekday,556041,378771,15309,161961,경기도,안성시
31,31130,3113012,weekday,1636639,1239782,16852,380005,경기도,남양주시
31,31050,3105055,weekday,41908,36104,249,5555,경기도,부천시
31,31101,3110153,weekday,562348,464906,3025,94418,경기도,고양시 덕양구
31,31250,3125011,weekday,1175049,909524,10190,255335,경기도,광주시
31,31220,3122036,weekday,499899,348854,4029,147016,경기도,안성시
31,31103,3110357,weekday,44054,32832,202,11020,경기도,고양시 일산동구
31,31014,3101453,weekday,279726,243847,2208,33672,경기도,수원시 영통구
31,31120,3112051,weekday,446023,350762,6108,89154,경기도,구리시
